StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,GEN_01,GEN_02,GEN_03,GEN_03_01,GEN_03_02,GEN_04_1,GEN_04_2,GEN_04_3,GEN_04_4,GEN_04_5,GEN_05_1,GEN_05_2,GEN_05_3,GEN_05_4,GEN_05_5,GEN_05_6,GEN_05_7,GEN_05_8,GEN_05_9,GEN_05_10,WEB_01,WEB_01_01,WEB_01_02,WEB_02,WEB_02_5_TEXT,WEB_03,WEB_03_6_TEXT,WEB_04,WEB_05,WEB_06,WEB_07,WEB_08,WEB_09,WEB_10,WEB_11,WEB_12,DEMO_01,DEMO_02,DEMO_03
2025-02-23 13:30:41,2025-02-23 13:30:41,2,,100,0,1,2025-02-23 13:30:42,R_bPnthQsh6eo4sGW,,,,,,,test,,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-23 13:30:42,2025-02-23 13:30:42,2,,100,0,1,2025-02-23 13:30:42,R_3vJflSCr9AAlMfY,,,,,,,test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-23 13:30:42,2025-02-23 13:30:42,2,,100,0,1,2025-02-23 13:30:42,R_1Y3GbJPeE5SHA22,,,,,,,test,,1,10,2,,,3,5,1,3,5,1,4,1,3,3,3,4,2,5,5,2,,4,"4,9,1,5","Molestie ipsum felis, eros morbi. Laoreet volutpat donec egestas vestibulum sagittis aenean natoque aenean facilisi.","5,3",,1,Lectus. Cras et accumsan sapien eget risus molestie natoque dolorem fermentum facilisi? Ut.,2,2,1,Dolor sollicitudin aliquet temporibus quis ab rutrum magnis eu curabitur? Leo quis. Cursus aliquet.,1,5,Sapien augue tempora primis fringilla nibh rhoncus. Ridiculus massa consequat.,2,3,3
2025-02-23 13:30:42,2025-02-23 13:30:42,2,,100,0,1,2025-02-23 13:30:42,R_9H4OxA1zUXyIrd4,,,,,,,test,,1,1,2,,,4,2,1,3,1,5,3,1,1,5,1,2,3,5,4,1,Pharetra temporibus nec potenti a! Tortor natoque? Tellus! Venenatis interdum donec nonummy.,,"9,3,5",Nullam eu arcu. Ipsum aenean lacus. Lacus. Culpa vitae urna at vestibulum? Augue.,"1,4,5",,5,Ab amet molestie? Rhoncus aenean faucibus vulputate turpis tempus! Pede aenean et! Lectus.,5,5,4,Odio rhoncus maecenas justo dictumst. Accusamus mi consequat eleifend pretium justo.,3,3,"Arcu sodales nonummy et nec vel duis egestas, ac gravida at.",1,2,3
2025-02-23 13:30:42,2025-02-23 13:30:42,2,,100,0,1,2025-02-23 13:30:42,R_3VKfUFra6d3U8kK,,,,,,,test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-23 13:30:42,2025-02-23 13:30:42,2,,100,0,1,2025-02-23 13:30:42,R_3W2L5RsuPFNcSua,,,,,,,test,,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-23 13:30:42,2025-02-23 13:30:42,2,,100,0,1,2025-02-23 13:30:43,R_6r0wpcmk6J22fOK,,,,,,,test,,7,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-23 13:43:43,2025-02-23 13:43:43,2,,100,0,1,2025-02-23 13:43:43,R_1LdFCVaw7xTkJue,,,,,,,test,,4,1,2,,,5,3,4,1,5,2,4,5,4,4,3,5,2,5,5,1,Convallis eget curabitur? Eget imperdiet eleifend egestas sagittis risus! Nulla.,,"4,1,3",,"1,2,3",,5,Culpa consectetuer purus primis a? Non. Rutrum viverra vehicula dignissim tempora? Nunc? At.,4,2,4,Interdum vestibulum! Dapibus fusce fusce platea! Non tempus lacus morbi accumsan volutpat aenean.,4,4,Ullamcorper dictumst? Felis phasellus pellentesque dictumst duis vel placerat. Per mattis arcu! Porttitor accumsan.,1,2,1
2025-02-23 13:43:43,2025-02-23 13:43:43,2,,100,0,1,2025-02-23 13:43:43,R_6F3NsWX9cynAxqm,,,,,,,test,,4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-23 13:43:43,2025-02-23 13:43:43,2,,100,0,1,2025-02-23 13:43:43,R_damsxD20mHnweQm,,,,,,,test,,1,10,2,,,4,2,5,5,4,4,1,4,2,2,2,5,1,3,5,2,,4,"4,7,9,1",,"1,4,5,3,6","Suspendisse lectus nec vitae? Nec at felis, sodales, fermentum per aenean.",3,Erat consequat facilisi sagittis. Ultrices magnis aliquet nibh ridiculus sed aliquam.,5,5,3,"Vitae ut! Posuere! Pede ullamcorper sagittis, suspendisse elementum culpa posuere nunc faucibus vitae.",2,2,"Fusce augue egestas! Aliquam consectetuer praesent, tortor atque donec pharetra mattis metus ut, dolor tempor.",1,2,4
2025-02-23 13:43:43,2025-02-23 13:43:43,2,,100,0,1,2025-02-23 13:43:43,R_aVPcAcvnyYhetAG,,,,,,,test,,1,3,1,4,"Ab magnis rhoncus, platea integer et. Donec sit vehicula? Morbi. Magna quis? Ipsum quam euismod.",2,4,3,4,5,4,3,5,5,1,5,1,3,5,1,2,,4,"9,1,3,5","Odio potenti! Eget mauris ullamcorper a ligula. Leo ligula ullamcorper, auctor? Praesent et in volutpat.","1,5,2,3,6",Eget egestas porttitor tortor scelerisque bibendum tempor urna platea per.,5,Luctus suspendisse rhoncus ut. Pretium. Montes vel augue accusamus ipsum ligula dolorem tincidunt.,4,3,3,Egestas! Sodales a? Donec eleifend facilisi! Egestas aliquam donec temporibus purus dignissim. Nec neque.,4,5,Mauris molestie atque imperdiet ligula rutrum? Turpis erat malesuada ipsum placerat dolorem.,4,4,2
2025-02-23 13:43:43,2025-02-23 13:43:43,2,,100,0,1,2025-02-23 13:43:43,R_205l7hcAETWebVI,,,,,,,test,,4,3,1,5,"Consectetuer commodo, nunc? Ante augue! Id suspendisse enim ullamcorper, eu natoque! Erat.",4,2,3,1,2,5,3,4,2,3,4,5,5,2,1,2,,4,"4,7,9",,"1,6",Imperdiet. Accumsan etiam. In elementum potenti id imperdiet. Nonummy pretium sem! Nullam.,1,Morbi metus ac! Fermentum praesent. Est accusamus natoque temporibus id commodo.,3,5,3,"Orci, massa nullam. Nec. Integer dui vulputate magna dui aliquam orci eros magna. In.",4,5,"Erat maecenas felis iaculis, viverra tortor velit! Facilisis consequat? Ipsum vestibulum cras.",1,4,1
2025-02-23 13:43:43,2025-02-23 13:43:43,2,,100,0,1,2025-02-23 13:43:44,R_78kTJTdb35PFKGa,,,,,,,test,,7,5,2,,,4,2,2,2,5,1,4,2,5,1,3,1,4,1,2,2,,5,,,"1,2,3,6",Potenti? Sodales vivamus massa! Curabitur rhoncus erat aliquam praesent ac aenean.,3,"Wisi id eu lacus quis, elit eu aenean! Amet diam aliquet tempora.",3,3,2,"Id! Molestie facilisis massa, sagittis potenti cras facilisi platea volutpat nunc lectus. Ligula dolor accumsan.",2,1,Quam. Natoque id integer elit accumsan suspendisse etiam orci justo. Etiam facilisis.,4,2,3
2025-02-23 13:43:44,2025-02-23 13:43:44,2,,100,0,1,2025-02-23 13:43:44,R_bPbxbWHHpb2OZPU,,,,,,,test,,8,5,2,,,5,5,3,2,4,1,5,2,1,2,5,2,4,1,4,2,,4,,,"1,4,2,6",Eu! Gravida nunc urna vitae viverra luctus velit tempus? Ridiculus. Ullamcorper scelerisque massa sagittis nec.,2,Montes. Ultrices nulla ac elementum fringilla. Ultricies fusce nonummy. Ultrices tincidunt.,4,2,4,Rutrum sagittis cursus proin! Mauris culpa lorem laoreet primis. Imperdiet? Tempora pretium.,1,5,"Pellentesque enim. Tellus amet ridiculus tempora. Wisi ipsum, ante? Elit vehicula.",2,3,4
2025-02-23 13:43:44,2025-02-23 13:43:44,2,,100,0,1,2025-02-23 13:43:44,R_6yWxSCZNBSSF9hs,,,,,,,test,,6,6,1,3,Mi! Molestie pharetra arcu dapibus eget dui odio suspendisse natoque. Augue elementum.,4,3,1,1,2,2,5,3,2,2,2,4,2,5,2,1,Nonummy! Egestas enim iaculis. Vehicula? In nec? Posuere culpa justo tempora primis.,,,,"4,2,3,6",Lectus at proin nec blandit cursus! Integer commodo curabitur aliquet sollicitudin iaculis. Luctus eleifend wisi.,1,Ridiculus vitae rutrum duis leo? Faucibus ridiculus atque atque. Eget vulputate rutrum ullamcorper per est.,4,3,5,Et mauris facilisi vulputate diam viverra etiam vehicula purus ridiculus facilisis.,5,5,"Platea ut platea tincidunt nec ultrices id integer. Nibh, dui nec a montes.",1,4,3
2025-02-23 13:43:44,2025-02-23 13:43:44,2,,100,0,1,2025-02-23 13:43:44,R_etgOEo4JhJ4yY50,,,,,,,test,,2,6,2,,,3,5,4,1,1,5,1,1,1,1,5,1,1,5,1,1,Tellus faucibus turpis dapibus elit dapibus primis diam maecenas praesent accumsan.,,,,"4,5,2,3,6","Diam volutpat? Ante primis vulputate! Atque mi arcu. Ultrices sollicitudin accusamus sed fermentum id, urna.",3,A iaculis rhoncus? Placerat aenean praesent accusamus tellus fermentum quis. Convallis.,4,3,1,"Ligula quis posuere? Sit pretium. Natoque at nunc imperdiet, porta primis. Sapien per. Quis urna.",3,3,"Ab vivamus? Volutpat, blandit imperdiet tempor. Venenatis duis id elementum ab.",4,4,2
2025-02-23 13:43:44,2025-02-23 13:43:44,2,,100,0,1,2025-02-23 13:43:44,R_5iQBGFqvx1QZDka,,,,,,,test,,5,1,1,5,Dolorem! Convallis sodales sodales porta fusce dictumst iaculis. Vehicula. Non volutpat ab porta temporibus.,2,5,3,1,4,3,4,1,4,2,2,1,3,3,5,1,"Pellentesque temporibus molestie, laoreet sit consectetuer aliquet a platea purus? Faucibus. Montes pharetra.",,"7,9,5","Et fermentum pharetra vulputate consectetuer pede ullamcorper massa odio tortor, et.","2,6",Convallis blandit sed erat? Auctor eros dui atque convallis cras magna accusamus maecenas.,1,"Placerat molestie, consequat. Tempora gravida wisi cursus ante est? Morbi et at faucibus urna.",4,5,5,"Dui, laoreet laoreet luctus gravida ultricies pharetra quis. Metus magnis.",3,5,"Maecenas. Nullam dui integer aliquam curabitur ac molestie, facilisi porttitor in! Eget.",4,4,2
2025-02-23 13:43:44,2025-02-23 13:43:44,2,,100,0,1,2025-02-23 13:43:44,R_0c9RYm4dDRaxMuW,,,,,,,test,,5,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-23 13:43:44,2025-02-23 13:43:44,2,,100,0,1,2025-02-23 13:43:45,R_es9yRgNaAf3zeoS,,,,,,,test,,2,10,1,4,"Montes est sit. Malesuada et a, ultricies ante sagittis est! Lectus sem faucibus donec eleifend.",1,2,2,4,4,3,1,5,2,3,2,4,1,5,4,2,,5,"3,5",Dolor volutpat sed cras sagittis suspendisse metus gravida dolor risus! Nullam? Est dui magna.,"4,2,3,6",Dictumst mi scelerisque culpa eleifend dui purus ligula facilisi. Vestibulum. Velit. Mauris dictumst.,5,Pellentesque porttitor wisi cras consectetuer imperdiet pretium eu quis suspendisse dolor venenatis risus wisi.,5,1,2,Tempus purus. Diam? Sit. At in egestas? Suscipit! Duis. Cras ante.,4,2,Id sagittis ante integer cursus wisi ultrices. Tempora arcu cras eleifend. Morbi dapibus.,2,2,2
2025-02-23 13:43:45,2025-02-23 13:43:45,2,,100,0,1,2025-02-23 13:43:45,R_50cCYllKHv7hD0i,,,,,,,test,,3,1,1,2,Risus urna luctus vulputate accumsan laoreet montes scelerisque aenean sagittis commodo integer rutrum lorem.,2,4,5,2,5,5,4,5,1,5,4,4,5,2,1,2,,5,"9,5",Eget morbi ligula? Ultrices diam atque phasellus? Duis laoreet rhoncus. Vel? Lacus erat tempus.,1,,3,Consequat molestie sed. Sed consequat! Volutpat proin quis commodo ridiculus aliquet porta.,1,4,3,"Non, imperdiet! Tempor vulputate posuere tincidunt nullam augue egestas luctus, nibh aliquam porta ullamcorper venenatis.",5,5,"Non integer viverra rhoncus facilisis fermentum imperdiet sem suscipit quam ultrices nonummy, sed tellus.",1,3,3
2025-02-23 13:43:45,2025-02-23 13:43:45,2,,100,0,1,2025-02-23 13:43:45,R_dnW3KO7PAmohsKG,,,,,,,test,,2,10,2,,,5,4,3,5,3,2,2,5,4,3,2,4,5,4,3,2,,4,"4,1,3,5",Temporibus dolorem. Luctus. Ultricies mi viverra ligula erat quam luctus bibendum aenean! Facilisi.,2,,3,"Sem. Nunc, tempus lorem risus accumsan. Elit velit? Nibh sollicitudin urna? Tincidunt potenti.",1,2,4,"Ridiculus justo imperdiet, urna duis, id ridiculus? Vestibulum sollicitudin donec platea.",4,4,Aliquam ridiculus est sapien justo accumsan suscipit pharetra dolor massa sapien! Suspendisse primis maecenas suspendisse.,2,3,2
2025-02-23 13:43:45,2025-02-23 13:43:45,2,,100,0,1,2025-02-23 13:43:45,R_0CUMsycSSFEIEhU,,,,,,,test,,2,6,2,,,2,1,2,1,4,5,1,1,3,5,1,4,5,1,4,2,,5,,,"4,5,2,3,6","Est per atque magna amet auctor donec, potenti. Pede sem. Turpis aliquam.",1,Sit malesuada dolorem fermentum imperdiet euismod mauris? Cras tellus ligula. Auctor velit montes. Cras.,3,5,1,Dapibus eros molestie vivamus venenatis malesuada placerat consectetuer et integer viverra.,5,3,Ac risus sagittis ridiculus tortor vivamus. Ipsum ac suspendisse? Scelerisque ipsum. At eget ridiculus.,1,4,1
2025-02-23 13:43:45,2025-02-23 13:43:45,2,,100,0,1,2025-02-23 13:43:45,R_2uxGklonuKQ8CDI,,,,,,,test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-23 13:43:45,2025-02-23 13:43:45,2,,100,0,1,2025-02-23 13:43:45,R_818nXsFCXNhzanA,,,,,,,test,,5,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-23 13:43:45,2025-02-23 13:43:45,2,,100,0,1,2025-02-23 13:43:45,R_abH0xZ3ACpazA46,,,,,,,test,,3,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-23 13:43:46,2025-02-23 13:43:46,2,,100,0,1,2025-02-23 13:43:46,R_cBiBSvVhV2Codpk,,,,,,,test,,6,3,2,,,4,2,2,4,1,1,3,5,1,4,3,1,3,5,4,2,,5,"4,7,5","Fermentum per integer ipsum nunc urna. Atque integer enim, wisi commodo? Aliquet rhoncus.",6,"Fusce wisi consectetuer augue egestas felis ipsum donec viverra, dictumst praesent vestibulum dolor, suscipit aliquam.",2,"Pretium fusce, accumsan nec ut fringilla atque malesuada primis ullamcorper ligula potenti. Pretium elementum.",3,5,4,Tempora? Iaculis ligula tempor malesuada ipsum scelerisque cursus at. Cras vulputate suscipit turpis.,5,2,Etiam augue convallis scelerisque tincidunt suscipit orci ut erat suspendisse.,4,2,2
2025-02-23 13:43:46,2025-02-23 13:43:46,2,,100,0,1,2025-02-23 13:43:46,R_cu6dhCDrkj1M6b4,,,,,,,test,,5,10,2,,,3,5,2,3,5,3,4,2,1,3,5,5,5,3,2,2,,4,"4,7,9,1,3,5",Fermentum iaculis malesuada pede leo molestie! Convallis. Nulla bibendum. Erat. Erat.,"1,5",,2,Id. Vulputate pharetra amet. Vehicula velit iaculis ridiculus dui ut etiam et.,3,4,3,"Dictumst dolor? Sit per. Sed etiam fusce ultrices commodo lacus vivamus! Amet, sollicitudin arcu. Bibendum.",2,5,Rhoncus in dui natoque mi! Sagittis. Tempus turpis wisi lorem phasellus.,1,3,1
2025-02-23 13:43:46,2025-02-23 13:43:46,2,,100,0,1,2025-02-23 13:43:46,R_55d1Ccta4IItIa2,,,,,,,test,,6,5,2,,,2,3,3,4,2,1,3,1,1,2,4,1,5,3,3,1,"Tempora facilisis, suspendisse vitae? Ultrices vulputate morbi. Risus leo mattis? Id dolorem est.",,,,"1,4,2,3",,3,"Wisi non integer pretium convallis, volutpat eu non! Tortor consectetuer tempora.",3,5,1,Ante ridiculus turpis consequat velit. Rhoncus dignissim nibh integer diam tempor orci imperdiet. Ullamcorper.,2,1,Dictumst luctus fringilla ultrices montes sagittis ultrices nec nullam mattis aliquam? Eu.,1,2,4
2025-02-23 13:43:46,2025-02-23 13:43:46,2,,100,0,1,2025-02-23 13:43:46,R_b7RDEaM98I80fUG,,,,,,,test,,7,1,1,1,Tempora culpa volutpat magna ultricies mi sapien dui facilisis non.,5,1,5,5,2,2,4,4,1,3,1,3,5,2,3,2,,5,"4,5","Erat? Scelerisque wisi egestas laoreet blandit nonummy pharetra? Laoreet purus sapien temporibus sodales. Tortor, porta.","4,5,2,6",Primis dui dolorem metus etiam sem! Iaculis nunc magnis morbi.,2,Arcu nonummy cursus mauris euismod tincidunt accusamus sollicitudin dictumst. Rutrum montes vestibulum scelerisque pharetra nonummy.,1,5,5,Sed neque dolorem. Lectus augue vulputate per? Neque vel atque quam accumsan! Magna.,1,1,Sodales! Curabitur orci? Sit neque id est ut commodo blandit porta vestibulum curabitur lacus neque.,4,2,4
2025-02-23 13:43:46,2025-02-23 13:43:46,2,,100,0,1,2025-02-23 13:43:46,R_2raga4OM3nyjOWW,,,,,,,test,,1,5,1,2,"A praesent, sagittis atque gravida. Massa volutpat sed placerat massa mauris temporibus.",3,4,1,3,5,3,3,1,2,3,3,3,4,1,5,2,,4,,,"1,4,5,2,3,6",Imperdiet et. Est tempora enim primis! Sagittis lorem! Mi nunc. Fringilla rutrum.,2,Fermentum facilisis tincidunt primis. Ipsum leo curabitur rutrum lectus at nec accumsan nec mattis sed.,4,2,2,"Mi ipsum. Placerat atque? Ullamcorper rutrum scelerisque viverra, pretium mattis porta quam eros.",4,5,"Vel! Eros augue ac ab malesuada fringilla ac ac, mi dignissim temporibus nibh.",2,3,3
2025-02-23 13:43:46,2025-02-23 13:43:46,2,,100,0,1,2025-02-23 13:43:47,R_a01UhiXGE17oZgi,,,,,,,test,,8,1,1,1,"Pharetra massa consectetuer non sit iaculis! Platea ligula lorem, enim, risus urna ac proin vitae.",1,3,1,2,2,5,4,1,3,1,4,5,2,4,2,2,,5,"4,7,1,3,5",Malesuada dapibus neque sagittis urna praesent? Orci morbi! Posuere? Eget.,"4,5,2,6",Proin leo bibendum proin id. Rutrum erat dolorem sapien a.,4,"Fringilla! Odio atque? Lacus, temporibus at convallis ligula id vestibulum? Est dignissim lectus mattis.",1,3,2,Culpa at. Odio pede iaculis rutrum mi imperdiet culpa elementum pellentesque aliquet augue.,1,4,Sapien platea ullamcorper. Enim nec primis ipsum interdum sodales ipsum? Tempora primis quis at.,1,4,3
2025-02-23 13:43:47,2025-02-23 13:43:47,2,,100,0,1,2025-02-23 13:43:47,R_7a28qOb6X8l3uRM,,,,,,,test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-23 13:43:47,2025-02-23 13:43:47,2,,100,0,1,2025-02-23 13:43:47,R_7UM1SGEhs9JEVQa,,,,,,,test,,3,10,2,,,2,3,5,5,2,3,1,5,4,3,5,2,1,1,3,2,,4,"7,9,1",,"1,2,6",Culpa tortor commodo donec sagittis! Aliquam praesent ab. Magna potenti.,1,Ligula nulla. Pellentesque ullamcorper nec felis tempor accusamus per mattis aliquet eros nulla suscipit.,5,3,5,"Quis! Enim vivamus risus placerat sagittis arcu consequat magna, venenatis pellentesque et.",4,1,Potenti tellus elit tincidunt velit? Nulla donec commodo dolorem bibendum! Vestibulum nunc. Aenean.,1,4,3
